img_id,folder_name,category_id,category_abbre,category_full_name,yolo_labels,places365_label
047550.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047551.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
047552.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,bench,
047553.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047555.jpg,DIFFUSE,20,LS-Dif,Diffuse,pizza,
047555.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,pizza,
047556.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
047558.jpg,PATTERN,23,PL-Pat,Pattern,,
047559.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,"kite,frisbee",
047560.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,apple,
047561.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"person,bottle",
047562.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"person,tie,cell phone",
047564.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"cake,dining table",
047565.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
047566.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
047567.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
047568.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,,
047569.jpg,PATTERN,23,PL-Pat,Pattern,,
047570.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
047571.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"bowl,dining table",
047572.jpg,DIFFUSE,20,LS-Dif,Diffuse,cup,
047573.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
047574.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047575.jpg,PATTERN,23,PL-Pat,Pattern,,
047576.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047577.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047578.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,fire hydrant,
047579.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,person,
047580.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047580.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
047581.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
047582.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
047583.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,bench,
047584.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
047585.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,apple,
047586.jpg,DENSE,22,PL-Den,Random- Dense,potted plant,
047588.jpg,DIFFUSE,20,LS-Dif,Diffuse,clock,
047589.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,,
047590.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,bird,
047591.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"person,sports ball,tennis racket",
047593.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
047594.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
047595.jpg,PATTERN,23,PL-Pat,Pattern,,
047596.jpg,DIFFUSE,20,LS-Dif,Diffuse,bench,
047596.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,bench,
047596.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,bench,
047596.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bench,
047596.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,bench,
047596.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,bench,
047597.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,"person,tie",
047598.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
047599.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
047600.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
047601.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
047602.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
047603.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bench,
047604.jpg,PERSPECTIVE,21,S-Per,Perspective,"bus,scissors",
047605.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"apple,dining table",
047606.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
047607.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047608.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,person,
047609.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,clock,
047610.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,boat,
047611.jpg,SCATTER,24,P-Scat,Scatter,,
047612.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
047614.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,toilet,
047616.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,bird,
047618.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,boat,
047620.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
047621.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047623.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
047624.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
047625.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,person,
047626.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"dining table,cake,donut",
047627.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,bird,
047628.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bird,
047629.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
047630.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,cake,
047631.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,person,
047632.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
047633.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
047634.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
047635.jpg,PATTERN,23,PL-Pat,Pattern,"chair,keyboard",
047636.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,traffic light,
047637.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
047638.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
047639.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,"apple,orange",
047640.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
047641.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
047642.jpg,PATTERN,23,PL-Pat,Pattern,chair,
047643.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bear,
047644.jpg,DENSE,22,PL-Den,Random- Dense,carrot,
047645.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
047646.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bear,
047647.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
047648.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
047649.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047650.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047651.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,horse,
047652.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
047653.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
047654.jpg,PATTERN,23,PL-Pat,Pattern,,
047655.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
047656.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
047657.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,car,
047658.jpg,DENSE,22,PL-Den,Random- Dense,elephant,
047659.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047660.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
047661.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"dining table,banana",
047662.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
047663.jpg,PERSPECTIVE,21,S-Per,Perspective,umbrella,
047664.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,"person,baseball bat",
047665.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,horse,
047666.jpg,PATTERN,23,PL-Pat,Pattern,chair,
047667.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"cup,vase",
047668.jpg,SCATTER,24,P-Scat,Scatter,"donut,orange",
047669.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,parking meter,
047670.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,umbrella,
047671.jpg,PATTERN,23,PL-Pat,Pattern,,
047672.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
047673.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"person,handbag",
047674.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,tie,
047675.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,"person,donut",
047676.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047677.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"carrot,vase,bottle,cup",
047678.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,truck,
047679.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047680.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
047681.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
047682.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,"person,car",
047683.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"fork,toothbrush",
047684.jpg,PATTERN,23,PL-Pat,Pattern,motorcycle,
047685.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047686.jpg,PATTERN,23,PL-Pat,Pattern,,
047687.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,"cup,bowl",
047688.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,"car,giraffe",
047689.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"bird,frisbee",
047691.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"sandwich,dining table",
047692.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"cake,dining table",
047693.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bear,
047694.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,potted plant,
047695.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"vase,person",
047696.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
047697.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"bird,airplane",
047698.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"horse,cow",
047699.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,apple,
047700.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047701.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,traffic light,
047702.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,kite,
047702.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,kite,
047702.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,kite,
047703.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
047704.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
047705.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047707.jpg,DENSE,22,PL-Den,Random- Dense,,
047708.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,"clock,frisbee",
047709.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,sheep,
047710.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047711.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
047713.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,toilet,
047714.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
047715.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,sports ball,tennis racket",
047716.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,fire hydrant,
047717.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
047718.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
047719.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,person,
047721.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,bottle,
047722.jpg,SCATTER,24,P-Scat,Scatter,cake,
047723.jpg,DENSE,22,PL-Den,Random- Dense,,
047724.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
047725.jpg,PATTERN,23,PL-Pat,Pattern,,
047726.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047727.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,suitcase,
047728.jpg,PATTERN,23,PL-Pat,Pattern,,
047729.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
047730.jpg,PATTERN,23,PL-Pat,Pattern,,
047731.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
047732.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
047732.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
047732.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047733.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
047734.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,"bird,airplane",
047735.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,boat,
047736.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
047737.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,baseball bat,
047738.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
047739.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
047740.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"cup,donut",
047741.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,dog,
047742.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
047743.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,giraffe,
047744.jpg,PATTERN,23,PL-Pat,Pattern,,
047745.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,clock,
047746.jpg,PATTERN,23,PL-Pat,Pattern,,
047750.jpg,PATTERN,23,PL-Pat,Pattern,,
047751.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bottle,
047752.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,apple,
047753.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,clock,
047754.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,cat,
047755.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,,
047757.jpg,PATTERN,23,PL-Pat,Pattern,car,
047758.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,clock,
047759.jpg,SCATTER,24,P-Scat,Scatter,"donut,orange,bowl",
047760.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
047761.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"donut,bowl",
047762.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,airplane,
047763.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047764.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,bird,
047765.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
047766.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,,
047767.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,,
047768.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
047769.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,,
047770.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,bird,
047771.jpg,DENSE,22,PL-Den,Random- Dense,potted plant,
047772.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
047773.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
047774.jpg,SCATTER,24,P-Scat,Scatter,"spoon,clock,knife,dining table",
047775.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
047776.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"bird,airplane",
047777.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,,
047778.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"apple,dining table",
047779.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,person,
047780.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,person,
047781.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
047782.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
047783.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
047784.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cake,
047785.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"dining table,spoon,bowl",
047786.jpg,PERSPECTIVE,21,S-Per,Perspective,"person,suitcase,train",
047787.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,potted plant,
047787.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,potted plant,
047788.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
047789.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"person,handbag",
047790.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,"person,cell phone",
047791.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
047791.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
047791.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,,
047791.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,,
047791.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
047791.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047792.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,bottle,
047793.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
047794.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,person,
047795.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
047795.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,,
047795.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
047796.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,teddy bear,
047797.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
047798.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,bowl,
047799.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,vase,
047800.jpg,PERSPECTIVE,21,S-Per,Perspective,"car,person",
047802.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,cow,
047803.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,cake,
047804.jpg,PERSPECTIVE,21,S-Per,Perspective,,
047806.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
047807.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,kite,
047810.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
047811.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"bird,airplane",
047812.jpg,PATTERN,23,PL-Pat,Pattern,,
047813.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047814.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,zebra,
047815.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
047819.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,person,
047820.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
047821.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,vase,
047822.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,,
047823.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
047824.jpg,DENSE,22,PL-Den,Random- Dense,,
047825.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,,
047826.jpg,PATTERN,23,PL-Pat,Pattern,,
047827.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
047828.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,bird,
047829.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,clock,
047830.jpg,DIFFUSE,20,LS-Dif,Diffuse,person,
047830.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
047831.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,clock,
047832.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
047833.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"truck,train,person",
047834.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,"person,skis",
047835.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,,
047836.jpg,DENSE,22,PL-Den,Random- Dense,bench,
047837.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,person,
047838.jpg,DIFFUSE,20,LS-Dif,Diffuse,,
047839.jpg,PATTERN,23,PL-Pat,Pattern,chair,
047840.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,teddy bear,
047841.jpg,PATTERN,23,PL-Pat,Pattern,,
047842.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,"bird,airplane",
047843.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
047844.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,zebra,
047845.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,orange,
047846.jpg,DIFFUSE,20,LS-Dif,Diffuse,"vase,apple",
047846.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"vase,apple",
047846.jpg,LINE_VERTI_MANY,14,L-VerMul,Vertical Multi-lines,"vase,apple",
047846.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,"vase,apple",
047846.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,"vase,apple",
047846.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,"vase,apple",
047847.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"cat,bird",
047848.jpg,POINT_MULTI_DIA,5,P-Dia,Diagonal Multi-points,bird,
047849.jpg,PATTERN,23,PL-Pat,Pattern,,
047850.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,,
047851.jpg,HORI3,9,LS-Hori3,Horizontal Third Part,boat,
047852.jpg,POINT_MULTI_VERTI,11,P-Ver,Vertical Multi-points,apple,
047853.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,person,
047854.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"apple,dining table",
047855.jpg,SPECIAL_C,17,LS-C-Cur,C-Curve,umbrella,
047856.jpg,DIFFUSE,20,LS-Dif,Diffuse,clock,
047857.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,"car,train",
047858.jpg,LINE_VERTI2,12,L-Ver2,Vertical Middle Line,bird,
047858.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,bird,
047858.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,bird,
047858.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,bird,
047860.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,,
047861.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,apple,
047863.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,"oven,refrigerator",
047864.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,person,
047865.jpg,HORI2,8,LS-Hori2,Horizontal Middle Part,,
047866.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
047868.jpg,SPECIAL_TRIANGLE,16,LS-Tri,Line/Shape-Triangle,,
047869.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
047870.jpg,SPECIAL_O,18,LS-O-Cur,O-Curve,,
047872.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,bird,
047873.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,"bird,person",
047874.jpg,DIA,6,LS-Dia,Diagonal Lines/Shapes,remote,
047875.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"dog,frisbee",
047876.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,"apple,orange",
047877.jpg,PATTERN,23,PL-Pat,Pattern,,
047878.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"person,handbag",
047879.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,bird,
047880.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,person,
047881.jpg,SHAPE_VERTI_ONESIDE,2,S-RoT,Single Shape RoT,chair,
047882.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,zebra,
047883.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,dog,
047884.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,apple,
047885.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
047886.jpg,PERSPECTIVE,21,S-Per,Perspective,"car,person",
047887.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,"baseball glove,banana",
047888.jpg,DENSE,22,PL-Den,Random- Dense,"broccoli,carrot,orange",
047889.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,"motorcycle,person",
047890.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,teddy bear,
047891.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,"person,handbag",
047892.jpg,DENSE,22,PL-Den,Random- Dense,,
047893.jpg,SPECIAL_S,19,LS-S-Cur,S-Curve,,
047894.jpg,SHAPE_VERTI_MID,4,S-Cent,Centered Single Shape,person,
047895.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,bird,
047896.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,apple,
047897.jpg,LINE_VERTI3,13,L-Ver3,Vertical Third Line,"person,sports ball",
047899.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,bird,
047900.jpg,POINT_SHAPE_CENT,3,P-Cent,Centered Single Point,person,
047901.jpg,SHAPE_VERTI_AVERAGE,10,S-Hori,Horizontal Arranged Shapes,teddy bear,
047902.jpg,POINT_1_ROT,1,P-RoT,Single Point RoT,kite,
047903.jpg,POINT_MULTI_HORI,7,P-Hori,Horizontal -Arranged Points,apple,
047904.jpg,POINT_MULTI_TRI,15,P-Tri,Three Points Triangle,bird,
